OBJECTID,Name,Address,Average_Score,Date,Inspection_Score,FacilityID,ZipCode,Latitude,Longitude,Month,Day,Year,,,Date2
15023,"Noon Mediterranean, Inc","2530 GUADALUPE ST
AUSTIN, TX 78705
",90.6,"Friday, July 28, 2017",88,10618521,78705,30.28990342,-97.74157564,7,28,2017,,,7/28/2017
15024,"Noon Mediterranean, Inc","1920 E RIVERSIDE DR
AUSTIN, TX 78741
",90.3,"Wednesday, July 12, 2017",87,11269479,78741,30.24250785,-97.72809797,7,12,2017,,,7/12/2017
15025,"Noon Mediterranean, Inc","6301 W PARMER LN
AUSTIN, TX 78729
",89.5,"Monday, June 13, 2016",91,11081922,78729,30.44532019,-97.74371447,6,13,2016,,,6/13/2016
15026,"Noon Mediterranean, Inc","2530 GUADALUPE ST
AUSTIN, TX 78705
",90.6,"Friday, January 20, 2017",97,10618521,78705,30.28990342,-97.74157564,1,20,2017,,,1/20/2017
15027,"Noon Mediterranean, Inc","2530 GUADALUPE ST
AUSTIN, TX 78705
",90.6,"Wednesday, March 21, 2018",84,10618521,78705,30.28990342,-97.74157564,3,21,2018,,,3/21/2018
15028,"Noon Mediterranean, Inc","6301 W PARMER LN
AUSTIN, TX 78729
",89.5,"Tuesday, January 5, 2016",87,11081922,78729,30.44532019,-97.74371447,1,5,2016,,,1/5/2016
15029,"Noon Mediterranean, Inc","1801 E 51ST ST
AUSTIN, TX 78723
",88.6,"Wednesday, September 14, 2016",95,10985121,78723,30.30179067,-97.69867123,9,14,2016,,,9/14/2016
15030,"Noon Mediterranean, Inc","2438 W ANDERSON LN
AUSTIN, TX 78757
",84.5,"Thursday, January 28, 2016",71,10828778,78757,30.3571048,-97.73131992,1,28,2016,,,1/28/2016
15031,"Noon Mediterranean, Inc","6301 W PARMER LN
AUSTIN, TX 78729
",89.5,"Thursday, December 22, 2016",90,11081922,78729,30.44532019,-97.74371447,12,22,2016,,,12/22/2016
15032,"Noon Mediterranean, Inc","1801 E 51ST ST
AUSTIN, TX 78723
",88.6,"Wednesday, April 12, 2017",89,10985121,78723,30.30179067,-97.69867123,4,12,2017,,,4/12/2017
15033,"Noon Mediterranean, Inc","1920 E RIVERSIDE DR
AUSTIN, TX 78741
",90.3,"Monday, August 15, 2016",85,11269479,78741,30.24250785,-97.72809797,8,15,2016,,,8/15/2016
15034,"Noon Mediterranean, Inc","2438 W ANDERSON LN
AUSTIN, TX 78757
",84.5,"Tuesday, July 19, 2016",80,10828778,78757,30.3571048,-97.73131992,7,19,2016,,,7/19/2016
15035,"Noon Mediterranean, Inc","6301 W PARMER LN
AUSTIN, TX 78729
",89.5,"Thursday, June 29, 2017",89,11081922,78729,30.44532019,-97.74371447,6,29,2017,,,6/29/2017
15036,"Noon Mediterranean, Inc","2438 W ANDERSON LN
AUSTIN, TX 78757
",84.5,"Thursday, January 11, 2018",94,10828778,78757,30.3571048,-97.73131992,1,11,2018,,,1/11/2018
15037,"Noon Mediterranean, Inc","1920 E RIVERSIDE DR
AUSTIN, TX 78741
",90.3,"Thursday, January 28, 2016",96,11269479,78741,30.24250785,-97.72809797,1,28,2016,,,1/28/2016
15038,"Noon Mediterranean, Inc","1801 E 51ST ST
AUSTIN, TX 78723
",88.6,"Monday, April 30, 2018",93,10985121,78723,30.30179067,-97.69867123,4,30,2018,,,4/30/2018
15039,"Noon Mediterranean, Inc","1801 E 51ST ST
AUSTIN, TX 78723
",88.6,"Wednesday, February 17, 2016",70,10985121,78723,30.30179067,-97.69867123,2,17,2016,,,2/17/2016
15040,"Noon Mediterranean, Inc","2530 GUADALUPE ST
AUSTIN, TX 78705
",90.6,"Wednesday, June 29, 2016",90,10618521,78705,30.28990342,-97.74157564,6,29,2016,,,6/29/2016
15041,"Noon Mediterranean, Inc","1920 E RIVERSIDE DR
AUSTIN, TX 78741
",90.3,"Friday, January 27, 2017",92,11269479,78741,30.24250785,-97.72809797,1,27,2017,,,1/27/2017
15042,"Noon Mediterranean, Inc","2438 W ANDERSON LN
AUSTIN, TX 78757
",84.5,"Monday, July 24, 2017",90,10828778,78757,30.3571048,-97.73131992,7,24,2017,,,7/24/2017
15043,"Noon Mediterranean, Inc","2530 GUADALUPE ST
AUSTIN, TX 78705
",90.6,"Monday, January 11, 2016",94,10618521,78705,30.28990342,-97.74157564,1,11,2016,,,1/11/2016
15044,"Noon Mediterranean, Inc","1920 E RIVERSIDE DR
AUSTIN, TX 78741
",90.3,"Thursday, April 5, 2018",93,11269479,78741,30.24250785,-97.72809797,4,5,2018,,,4/5/2018
15045,"Noon Mediterranean, Inc","2438 W ANDERSON LN
AUSTIN, TX 78757
",84.5,"Wednesday, February 1, 2017",87,10828778,78757,30.3571048,-97.73131992,2,1,2017,,,2/1/2017
15046,"Noon Mediterranean, Inc","6301 W PARMER LN
AUSTIN, TX 78729
",89.5,"Thursday, December 21, 2017",93,11081922,78729,30.44532019,-97.74371447,12,21,2017,,,12/21/2017
15047,"Noon Mediterranean, Inc","1801 E 51ST ST
AUSTIN, TX 78723
",88.6,"Monday, November 6, 2017",96,10985121,78723,30.30179067,-97.69867123,11,6,2017,,,11/6/2017
15048,"Noon Mediterranean, Inc","1920 E RIVERSIDE DR
AUSTIN, TX 78741
",90.3,"Wednesday, September 19, 2018",89,11269479,78741,30.24250785,-97.72809797,9,19,2018,,,9/19/2018
15049,"Noon Mediterranean, Inc.","500 CANYON RIDGE DR
AUSTIN, TX 78753
",91,"Tuesday, December 19, 2017",95,11472964,78753,30.40527253,-97.67189738,12,19,2017,,,12/19/2017
15050,"Noon Mediterranean, Inc.","500 CANYON RIDGE DR
AUSTIN, TX 78753
",91,"Wednesday, April 25, 2018",93,11472964,78753,30.40527253,-97.67189738,4,25,2018,,,4/25/2018
15051,"Noon Mediterranean, Inc.","500 CANYON RIDGE DR
AUSTIN, TX 78753
",91,"Wednesday, October 17, 2018",85,11472964,78753,30.40527253,-97.67189738,10,17,2018,,,10/17/2018
15052,Nordstrom Bazille,"3111 PALM WAY
AUSTIN, TX 78758
",86.3,"Thursday, October 5, 2017",84,11583667,78758,30.40250032,-97.72051111,10,5,2017,,,10/5/2017
15053,Nordstrom Bazille,"3111 PALM WAY
AUSTIN, TX 78758
",86.3,"Thursday, May 3, 2018",90,11583667,78758,30.40250032,-97.72051111,5,3,2018,,,5/3/2018
15054,Nordstrom Bazille,"3111 PALM WAY
AUSTIN, TX 78758
",86.3,"Monday, April 10, 2017",85,11583667,78758,30.40250032,-97.72051111,4,10,2017,,,4/10/2017
15055,Nordstrom Ebar,"3111 PALM WAY
AUSTIN, TX 78758
",94.7,"Thursday, May 3, 2018",91,11583664,78758,30.40250032,-97.72051111,5,3,2018,,,5/3/2018
15056,Nordstrom Ebar,"3111 PALM WAY
AUSTIN, TX 78758
",94.7,"Monday, April 10, 2017",94,11583664,78758,30.40250032,-97.72051111,4,10,2017,,,4/10/2017
15057,Nordstrom Ebar,"3111 PALM WAY
AUSTIN, TX 78758
",94.7,"Thursday, October 5, 2017",99,11583664,78758,30.40250032,-97.72051111,10,5,2017,,,10/5/2017
15058,Nordstrom's Cafe Bistro,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",89.8,"Wednesday, February 3, 2016",88,2802077,78746,30.2578928,-97.80700989,2,3,2016,,,2/3/2016
15059,Nordstrom's Cafe Bistro,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",89.8,"Wednesday, August 1, 2018",84,2802077,78746,30.2578928,-97.80700989,8,1,2018,,,8/1/2018
15060,Nordstrom's Cafe Bistro,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",89.8,"Friday, December 15, 2017",92,2802077,78746,30.2578928,-97.80700989,12,15,2017,,,12/15/2017
15061,Nordstrom's Cafe Bistro,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",89.8,"Wednesday, October 26, 2016",92,2802077,78746,30.2578928,-97.80700989,10,26,2016,,,10/26/2016
15062,Nordstrom's Cafe Bistro,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",89.8,"Tuesday, May 16, 2017",93,2802077,78746,30.2578928,-97.80700989,5,16,2017,,,5/16/2017
15063,Nordstrom's E- Bar,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",94.8,"Friday, July 28, 2017",98,2801828,78746,30.2578928,-97.80700989,7,28,2017,,,7/28/2017
15064,Nordstrom's E- Bar,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",94.8,"Thursday, February 9, 2017",87,2801828,78746,30.2578928,-97.80700989,2,9,2017,,,2/9/2017
15065,Nordstrom's E- Bar,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",94.8,"Tuesday, June 21, 2016",96,2801828,78746,30.2578928,-97.80700989,6,21,2016,,,6/21/2016
15066,Nordstrom's E- Bar,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",94.8,"Wednesday, August 1, 2018",96,2801828,78746,30.2578928,-97.80700989,8,1,2018,,,8/1/2018
15067,Nordstrom's E- Bar,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",94.8,"Thursday, December 31, 2015",93,2801828,78746,30.2578928,-97.80700989,12,31,2015,,,12/31/2015
15068,Nordstrom's E- Bar,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",94.8,"Thursday, February 15, 2018",99,2801828,78746,30.2578928,-97.80700989,2,15,2018,,,2/15/2018
15069,Norman Elementary,"4001 TANNEHILL LN
AUSTIN, TX 78721
",96.3,"Monday, May 16, 2016",97,2800302,78721,30.27877884,-97.67386741,5,16,2016,,,5/16/2016
15070,Norman Elementary,"4001 TANNEHILL LN
AUSTIN, TX 78721
",96.3,"Wednesday, May 31, 2017",93,2800302,78721,30.27877884,-97.67386741,5,31,2017,,,5/31/2017
15071,Norman Elementary,"4001 TANNEHILL LN
AUSTIN, TX 78721
",96.3,"Monday, October 30, 2017",96,2800302,78721,30.27877884,-97.67386741,10,30,2017,,,10/30/2017
15072,Norman Elementary,"4001 TANNEHILL LN
AUSTIN, TX 78721
",96.3,"Tuesday, May 1, 2018",100,2800302,78721,30.27877884,-97.67386741,5,1,2018,,,5/1/2018
15073,Norman Elementary,"4001 TANNEHILL LN
AUSTIN, TX 78721
",96.3,"Wednesday, November 30, 2016",95,2800302,78721,30.27877884,-97.67386741,11,30,2016,,,11/30/2016
15074,Norman Elementary,"4001 TANNEHILL LN
AUSTIN, TX 78721
",96.3,"Tuesday, November 17, 2015",97,2800302,78721,30.27877884,-97.67386741,11,17,2015,,,11/17/2015
15075,Norris Conference Centers,"2525 W ANDERSON LN
AUSTIN, TX 78757
",89.8,"Tuesday, December 5, 2017",85,10211960,78757,30.35547769,-97.73354425,12,5,2017,,,12/5/2017
15076,Norris Conference Centers,"2525 W ANDERSON LN
AUSTIN, TX 78757
",89.8,"Thursday, April 13, 2017",86,10211960,78757,30.35547769,-97.73354425,4,13,2017,,,4/13/2017
15077,Norris Conference Centers,"2525 W ANDERSON LN
AUSTIN, TX 78757
",89.8,"Friday, March 18, 2016",95,10211960,78757,30.35547769,-97.73354425,3,18,2016,,,3/18/2016
15078,Norris Conference Centers,"2525 W ANDERSON LN
AUSTIN, TX 78757
",89.8,"Thursday, September 22, 2016",91,10211960,78757,30.35547769,-97.73354425,9,22,2016,,,9/22/2016
15079,Norris Conference Centers,"2525 W ANDERSON LN
AUSTIN, TX 78757
",89.8,"Thursday, June 28, 2018",92,10211960,78757,30.35547769,-97.73354425,6,28,2018,,,6/28/2018
15080,North,"11506 CENTURY OAKS TER
AUSTIN, TX 78758
",90.8,"Monday, December 11, 2017",96,10026049,78758,30.40257399,-97.72589356,12,11,2017,,,12/11/2017
15081,North,"11506 CENTURY OAKS TER
AUSTIN, TX 78758
",90.8,"Tuesday, November 29, 2016",91,10026049,78758,30.40257399,-97.72589356,11,29,2016,,,11/29/2016
15082,North,"11506 CENTURY OAKS TER
AUSTIN, TX 78758
",90.8,"Friday, June 16, 2017",92,10026049,78758,30.40257399,-97.72589356,6,16,2017,,,6/16/2017
15083,North,"11506 CENTURY OAKS TER
AUSTIN, TX 78758
",90.8,"Monday, May 16, 2016",84,10026049,78758,30.40257399,-97.72589356,5,16,2016,,,5/16/2016
15084,North Austin Bingo,"13376 N US 183 HWY
AUSTIN, TX 78750
",88,"Thursday, May 24, 2018",88,11805556,78750,30.44477912,-97.78909329,5,24,2018,,,5/24/2018
15085,North Austin Medical Ctr.,"12221 N MOPAC EXPY
AUSTIN, TX 78758
",83,"Thursday, August 16, 2018",88,2800737,78758,30.41248986,-97.70686312,8,16,2018,,,8/16/2018
15086,North Austin Medical Ctr.,"12221 N MOPAC EXPY
AUSTIN, TX 78758
",83,"Thursday, May 5, 2016",76,2800737,78758,30.41248986,-97.70686312,5,5,2016,,,5/5/2016
15087,North Austin Medical Ctr.,"12221 N MOPAC EXPY
AUSTIN, TX 78758
",83,"Thursday, October 19, 2017",80,2800737,78758,30.41248986,-97.70686312,10,19,2017,,,10/19/2017
15088,North Austin Medical Ctr.,"12221 N MOPAC EXPY
AUSTIN, TX 78758
",83,"Wednesday, May 3, 2017",85,2800737,78758,30.41248986,-97.70686312,5,3,2017,,,5/3/2017
15089,North Austin Medical Ctr.,"12221 N MOPAC EXPY
AUSTIN, TX 78758
",83,"Tuesday, November 8, 2016",86,2800737,78758,30.41248986,-97.70686312,11,8,2016,,,11/8/2016
15090,North Austin Muslim Community Center,"11900 N LAMAR BLVD
AUSTIN, TX 78753
",94.8,"Friday, February 2, 2018",93,10073965,78753,30.39005586,-97.68361816,2,2,2018,,,2/2/2018
15091,North Austin Muslim Community Center,"11900 N LAMAR BLVD
AUSTIN, TX 78753
",94.8,"Friday, January 27, 2017",97,10073965,78753,30.39005586,-97.68361816,1,27,2017,,,1/27/2017
15092,North Austin Muslim Community Center,"11900 N LAMAR BLVD
AUSTIN, TX 78753
",94.8,"Friday, July 28, 2017",98,10073965,78753,30.39005586,-97.68361816,7,28,2017,,,7/28/2017
15093,North Austin Muslim Community Center,"11900 N LAMAR BLVD
AUSTIN, TX 78753
",94.8,"Friday, January 22, 2016",94,10073965,78753,30.39005586,-97.68361816,1,22,2016,,,1/22/2016
15094,North Austin Muslim Community Center,"11900 N LAMAR BLVD
AUSTIN, TX 78753
",94.8,"Friday, July 8, 2016",92,10073965,78753,30.39005586,-97.68361816,7,8,2016,,,7/8/2016
15095,North Bluff Grocery Store,"800 E WILLIAM CANNON DR
AUSTIN, TX 78745
",96,"Tuesday, August 21, 2018",96,11840047,78745,30.19125628,-97.77177206,8,21,2018,,,8/21/2018
15096,North by Northwest,"10010 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
",79.2,"Monday, October 16, 2017",77,2801103,78759,30.39100768,-97.73867841,10,16,2017,,,10/16/2017
15097,North by Northwest,"10010 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
",79.2,"Thursday, May 24, 2018",80,2801103,78759,30.39100768,-97.73867841,5,24,2018,,,5/24/2018
15098,North by Northwest,"10010 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
",79.2,"Thursday, April 13, 2017",86,2801103,78759,30.39100768,-97.73867841,4,13,2017,,,4/13/2017
15099,North by Northwest,"10010 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
",79.2,"Wednesday, January 6, 2016",73,2801103,78759,30.39100768,-97.73867841,1,6,2016,,,1/6/2016
15100,North by Northwest,"10010 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
",79.2,"Thursday, August 11, 2016",80,2801103,78759,30.39100768,-97.73867841,8,11,2016,,,8/11/2016
15101,North by Northwest Parkside,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
",83.3,"Monday, May 2, 2016",80,11187773,78749,30.20017017,-97.86850332,5,2,2016,,,5/2/2016
15102,North by Northwest Parkside,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
",83.3,"Tuesday, July 10, 2018",92,11187773,78749,30.20017017,-97.86850332,7,10,2018,,,7/10/2018
15103,North by Northwest Parkside,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
",83.3,"Tuesday, November 15, 2016",88,11187773,78749,30.20017017,-97.86850332,11,15,2016,,,11/15/2016
15104,North by Northwest Parkside,"5701 W SLAUGHTER LN
AUSTIN, TX 78749
",83.3,"Friday, August 11, 2017",73,11187773,78749,30.20017017,-97.86850332,8,11,2017,,,8/11/2017
15105,"North Door, The","501 N IH
AUSTIN, TX 78702
",92.5,"Thursday, March 15, 2018",90,11152516,78702,30.26488813,-97.73421799,3,15,2018,,,3/15/2018
15106,"North Door, The","501 N IH
AUSTIN, TX 78702
",92.5,"Monday, August 1, 2016",93,11152516,78702,30.26488813,-97.73421799,8,1,2016,,,8/1/2016
15107,"North Door, The","501 N IH
AUSTIN, TX 78702
",92.5,"Wednesday, March 15, 2017",93,11152516,78702,30.26488813,-97.73421799,3,15,2017,,,3/15/2017
15108,"North Door, The","501 N IH
AUSTIN, TX 78702
",92.5,"Wednesday, October 4, 2017",94,11152516,78702,30.26488813,-97.73421799,10,4,2017,,,10/4/2017
15109,North Hunan,"9306 N LAMAR BLVD
AUSTIN, TX 78753
",74.2,"Friday, December 4, 2015",81,10114364,78753,30.36255398,-97.69818059,12,4,2015,,,12/4/2015
15110,North Hunan,"9306 N LAMAR BLVD
AUSTIN, TX 78753
",74.2,"Wednesday, November 30, 2016",78,10114364,78753,30.36255398,-97.69818059,11,30,2016,,,11/30/2016
15111,North Hunan,"9306 N LAMAR BLVD
AUSTIN, TX 78753
",74.2,"Thursday, April 28, 2016",70,10114364,78753,30.36255398,-97.69818059,4,28,2016,,,4/28/2016
15112,North Hunan,"9306 N LAMAR BLVD
AUSTIN, TX 78753
",74.2,"Thursday, January 11, 2018",72,10114364,78753,30.36255398,-97.69818059,1,11,2018,,,1/11/2018
15113,North Hunan,"9306 N LAMAR BLVD
AUSTIN, TX 78753
",74.2,"Thursday, June 15, 2017",70,10114364,78753,30.36255398,-97.69818059,6,15,2017,,,6/15/2017
15114,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Tuesday, September 12, 2017",95,2803734,78751,30.31797022,-97.72125832,9,12,2017,,,9/12/2017
15115,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Thursday, February 18, 2016",94,2803734,78751,30.31797022,-97.72125832,2,18,2016,,,2/18/2016
15116,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Thursday, August 11, 2016",95,2803734,78751,30.31797022,-97.72125832,8,11,2016,,,8/11/2016
15117,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Wednesday, November 25, 2015",93,2803734,78751,30.31797022,-97.72125832,11,25,2015,,,11/25/2015
15118,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Thursday, March 15, 2018",93,2803734,78751,30.31797022,-97.72125832,3,15,2018,,,3/15/2018
15119,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Friday, March 3, 2017",99,2803734,78751,30.31797022,-97.72125832,3,3,2017,,,3/3/2017
15120,North Loop Food Store,"120 E NORTH LOOP BLVD
AUSTIN, TX 78751
",95.3,"Monday, August 20, 2018",98,2803734,78751,30.31797022,-97.72125832,8,20,2018,,,8/20/2018
15121,Northland Shell,"3310 NORTHLAND DR
AUSTIN, TX 78731
",87.7,"Thursday, May 5, 2016",94,10566326,78731,30.33730199,-97.75629945,5,5,2016,,,5/5/2016
15122,Northland Shell,"3310 NORTHLAND DR
AUSTIN, TX 78731
",87.7,"Monday, November 30, 2015",96,10566326,78731,30.33730199,-97.75629945,11,30,2015,,,11/30/2015
15123,Northland Shell,"3310 NORTHLAND DR
AUSTIN, TX 78731
",87.7,"Tuesday, November 1, 2016",90,10566326,78731,30.33730199,-97.75629945,11,1,2016,,,11/1/2016
15124,Northland Shell,"3310 NORTHLAND DR
AUSTIN, TX 78731
",87.7,"Wednesday, April 26, 2017",89,10566326,78731,30.33730199,-97.75629945,4,26,2017,,,4/26/2017
15125,Northland Shell,"3310 NORTHLAND DR
AUSTIN, TX 78731
",87.7,"Tuesday, November 21, 2017",77,10566326,78731,30.33730199,-97.75629945,11,21,2017,,,11/21/2017
15126,Northland Shell,"3310 NORTHLAND DR
AUSTIN, TX 78731
",87.7,"Monday, July 9, 2018",80,10566326,78731,30.33730199,-97.75629945,7,9,2018,,,7/9/2018
15127,Northwest Elementary,"14014 THERMAL DR
AUSTIN, TX 78728
",92.5,"Tuesday, May 23, 2017",97,2800676,78728,30.43185701,-97.67545844,5,23,2017,,,5/23/2017
15128,Northwest Elementary,"14014 THERMAL DR
AUSTIN, TX 78728
",92.5,"Wednesday, May 2, 2018",97,2800676,78728,30.43185701,-97.67545844,5,2,2018,,,5/2/2018
15129,Northwest Elementary,"14014 THERMAL DR
AUSTIN, TX 78728
",92.5,"Tuesday, February 23, 2016",86,2800676,78728,30.43185701,-97.67545844,2,23,2016,,,2/23/2016
15130,Northwest Elementary,"14014 THERMAL DR
AUSTIN, TX 78728
",92.5,"Friday, May 27, 2016",86,2800676,78728,30.43185701,-97.67545844,5,27,2016,,,5/27/2016
15131,Northwest Elementary,"14014 THERMAL DR
AUSTIN, TX 78728
",92.5,"Friday, January 13, 2017",95,2800676,78728,30.43185701,-97.67545844,1,13,2017,,,1/13/2017
15132,Northwest Elementary,"14014 THERMAL DR
AUSTIN, TX 78728
",92.5,"Thursday, November 30, 2017",94,2800676,78728,30.43185701,-97.67545844,11,30,2017,,,11/30/2017
15133,Northwest Hills Pharmacy,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",97,"Thursday, February 22, 2018",96,11733145,78746,30.33635311,-97.8041841,2,22,2018,,,2/22/2018
15134,Northwest Hills Pharmacy,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
",97,"Wednesday, August 8, 2018",98,11733145,78746,30.33635311,-97.8041841,8,8,2018,,,8/8/2018
15135,Northwest Little League,"3105 HUNT TRL
AUSTIN, TX 78757
",95.3,"Monday, June 20, 2016",100,2800476,78757,30.34459373,-97.74970059,6,20,2016,,,6/20/2016
15136,Northwest Little League,"3105 HUNT TRL
AUSTIN, TX 78757
",95.3,"Tuesday, June 12, 2018",89,2800476,78757,30.34459373,-97.74970059,6,12,2018,,,6/12/2018
15137,Northwest Little League,"3105 HUNT TRL
AUSTIN, TX 78757
",95.3,"Monday, June 5, 2017",97,2800476,78757,30.34459373,-97.74970059,6,5,2017,,,6/5/2017
15138,Nosh & Bevvy English Kitchen & Bar,"8440 BURNET RD
AUSTIN, TX 78757
",88.4,"Tuesday, December 19, 2017",96,2801034,78757,30.36658318,-97.72870848,12,19,2017,,,12/19/2017
15139,Nosh & Bevvy English Kitchen & Bar,"8440 BURNET RD
AUSTIN, TX 78757
",88.4,"Tuesday, June 13, 2017",91,2801034,78757,30.36658318,-97.72870848,6,13,2017,,,6/13/2017
15140,Nosh & Bevvy English Kitchen & Bar,"8440 BURNET RD
AUSTIN, TX 78757
",88.4,"Tuesday, May 17, 2016",86,2801034,78757,30.36658318,-97.72870848,5,17,2016,,,5/17/2016
15141,Nosh & Bevvy English Kitchen & Bar,"8440 BURNET RD
AUSTIN, TX 78757
",88.4,"Tuesday, December 6, 2016",81,2801034,78757,30.36658318,-97.72870848,12,6,2016,,,12/6/2016
15142,Nosh & Bevvy English Kitchen & Bar,"8440 BURNET RD
AUSTIN, TX 78757
",88.4,"Wednesday, November 18, 2015",88,2801034,78757,30.36658318,-97.72870848,11,18,2015,,,11/18/2015
15143,Nothing Bundt Cakes,"10225 RESEARCH BLVD
AUSTIN, TX 78759
",94.5,"Tuesday, February 16, 2016",91,11199343,78759,30.39460608,-97.74471516,2,16,2016,,,2/16/2016
15144,Nothing Bundt Cakes,"10225 RESEARCH BLVD
AUSTIN, TX 78759
",94.5,"Tuesday, July 19, 2016",92,11199343,78759,30.39460608,-97.74471516,7,19,2016,,,7/19/2016
15145,Nothing Bundt Cakes,"10225 RESEARCH BLVD
AUSTIN, TX 78759
",94.5,"Wednesday, February 8, 2017",87,11199343,78759,30.39460608,-97.74471516,2,8,2017,,,2/8/2017
15146,Nothing Bundt Cakes,"10225 RESEARCH BLVD
AUSTIN, TX 78759
",94.5,"Thursday, February 15, 2018",100,11199343,78759,30.39460608,-97.74471516,2,15,2018,,,2/15/2018
15147,Nothing Bundt Cakes,"10225 RESEARCH BLVD
AUSTIN, TX 78759
",94.5,"Thursday, August 17, 2017",97,11199343,78759,30.39460608,-97.74471516,8,17,2017,,,8/17/2017
15148,Nothing Bundt Cakes,"10225 RESEARCH BLVD
AUSTIN, TX 78759
",94.5,"Friday, August 24, 2018",100,11199343,78759,30.39460608,-97.74471516,8,24,2018,,,8/24/2018
15149,Nothing Bundt Cakes - South Austin,"9600 S IH
AUSTIN, TX 78748
",98.6,"Tuesday, May 8, 2018",100,11204269,78748,30.16057366,-97.79244598,5,8,2018,,,5/8/2018
15150,Nothing Bundt Cakes - South Austin,"9600 S IH
AUSTIN, TX 78748
",98.6,"Friday, April 29, 2016",100,11204269,78748,30.16057366,-97.79244598,4,29,2016,,,4/29/2016
15151,Nothing Bundt Cakes - South Austin,"9600 S IH
AUSTIN, TX 78748
",98.6,"Wednesday, November 29, 2017",94,11204269,78748,30.16057366,-97.79244598,11,29,2017,,,11/29/2017
15152,Nothing Bundt Cakes - South Austin,"9600 S IH
AUSTIN, TX 78748
",98.6,"Wednesday, May 31, 2017",99,11204269,78748,30.16057366,-97.79244598,5,31,2017,,,5/31/2017
15153,Nothing Bundt Cakes - South Austin,"9600 S IH
AUSTIN, TX 78748
",98.6,"Wednesday, November 30, 2016",100,11204269,78748,30.16057366,-97.79244598,11,30,2016,,,11/30/2016
15154,N'Star Donut,"2406 W PARMER LN
AUSTIN, TX 78727
",93.2,"Tuesday, August 30, 2016",95,11119611,78727,30.41882604,-97.70105597,8,30,2016,,,8/30/2016
15155,N'Star Donut,"2406 W PARMER LN
AUSTIN, TX 78727
",93.2,"Thursday, February 15, 2018",93,11119611,78727,30.41882604,-97.70105597,2,15,2018,,,2/15/2018
15156,N'Star Donut,"2406 W PARMER LN
AUSTIN, TX 78727
",93.2,"Friday, August 18, 2017",85,11119611,78727,30.41882604,-97.70105597,8,18,2017,,,8/18/2017
15157,N'Star Donut,"2406 W PARMER LN
AUSTIN, TX 78727
",93.2,"Friday, March 25, 2016",96,11119611,78727,30.41882604,-97.70105597,3,25,2016,,,3/25/2016
15158,N'Star Donut,"2406 W PARMER LN
AUSTIN, TX 78727
",93.2,"Friday, February 17, 2017",97,11119611,78727,30.41882604,-97.70105597,2,17,2017,,,2/17/2017
15159,N'Star Donut,"2406 W PARMER LN
AUSTIN, TX 78727
",93.2,"Thursday, September 27, 2018",93,11119611,78727,30.41882604,-97.70105597,9,27,2018,,,9/27/2018
15160,Nueces Mart,"2700 NUECES ST
AUSTIN, TX 78705
",98.8,"Thursday, September 21, 2017",100,10841169,78705,30.29207562,-97.74321425,9,21,2017,,,9/21/2017
15161,Nueces Mart,"2700 NUECES ST
AUSTIN, TX 78705
",98.8,"Monday, May 14, 2018",100,10841169,78705,30.29207562,-97.74321425,5,14,2018,,,5/14/2018
15162,Nueces Mart,"2700 NUECES ST
AUSTIN, TX 78705
",98.8,"Tuesday, December 15, 2015",99,10841169,78705,30.29207562,-97.74321425,12,15,2015,,,12/15/2015
15163,Nueces Mart,"2700 NUECES ST
AUSTIN, TX 78705
",98.8,"Tuesday, July 12, 2016",97,10841169,78705,30.29207562,-97.74321425,7,12,2016,,,7/12/2016
